Probecard,Freq1,Freq2,PRR_record,Temp_coeff,Test_time,Power_supply,Propagation_delay,Rise_time,Fall_time,Resistance,Functional
PC02,19.36,17.55,1124,25.1,1.43,21.58,4.06,217,201,2.116,-117.456
PC02,11.77,14.57,1121,22.4,2.89,11.43,1.34,355,199,1.71,-256.06
PC02,14.31,15.36,1124,23.4,2.6,13.7,2.17,312,199,1.725,-212.84
PC02,15.15,15.79,1124,23.5,2.41,15.94,2.77,299,200,1.739,-199.66
PC02,14.68,15.84,1121,23.5,2.41,14.47,2.27,307,199,1.784,-207.769
PC02,16.79,17.06,1124,24.1,2.06,17.4,3.47,269,200,1.861,-169.201
PC02,11.24,14.8,1124,22.2,3.55,9.58,1.17,369,198,1.609,-268.228
PC02,11.64,14.94,1124,22.2,2.75,10.16,1.16,354,199,1.805,-254.655
PC02,20.7,18.36,1124,25.3,1.52,23.97,4.32,204,201,1.826,-104.759
PC02,17.33,16.75,1124,24.2,1.8,16.99,3.13,264,201,1.813,-164.505
PC02,21.03,18.34,1121,25.4,1.6,23.03,4.82,201,201,1.982,-101.597
PC02,14.21,16,1124,23.3,3.05,14.98,2.08,309,199,1.946,-210.557
PC02,18.59,16.99,1121,24.7,2.05,19.48,3.44,241,200,2.094,-142.618
PC02,11.44,14.96,1124,22.3,3.24,11.1,1.28,356,198,1.749,-256.694
PC02,19.4,17.53,1124,24.8,1.6,20.21,3.52,226,201,2.006,-127.103
PC02,16.57,16.22,1121,23.7,2.39,16.51,2.9,281,199,1.613,-182.794
PC02,12.76,15.35,1121,22.7,2.93,11.91,1.92,333,198,1.703,-233.539
PC02,8.35,13.23,1124,21,3.59,5.08,0.08,418,197,1.631,-317.998
PC02,14.24,14.96,1121,23.3,2.58,14,2.04,312,199,1.596,-213.436
PC02,14.73,15.82,1124,23.6,2.77,14.7,2.42,304,199,1.883,-204.723
PC02,14.84,16.02,1121,23.4,2.59,14.31,2.44,304,199,1.864,-204.446
PC02,15.66,16.07,1124,24,2.34,15.61,3.18,288,201,1.784,-188.837
PC02,14.99,16.31,1124,23.4,2.46,15.42,2.56,302,200,1.984,-203.115
PC02,20.3,17.59,1121,25.5,1.96,22.46,4.53,211,201,1.829,-111.264
PC02,16.37,16.97,1124,24,2.11,16.23,3.21,276,199,1.769,-176.103
PC02,12.52,15.28,1121,22.8,2.89,11.37,1.74,342,199,1.996,-242.682
PC02,6.72,13.14,1124,20.7,3.81,3.13,-0.18,438,197,1.488,-337.912
PC02,13.75,15.54,1121,23,2.88,13.05,1.86,317,200,1.707,-217.399
PC02,11.65,14.97,1124,22.4,3.01,10.79,1.28,355,198,1.576,-255.616
PC02,13.13,15.47,1124,23.1,2.52,14.02,2.14,323,199,1.832,-222.329
PC02,17.25,16.55,1121,24,2.09,17.3,3.03,267,199,1.938,-167.008
PC02,16.05,16.14,1124,24,2.42,15.72,2.65,283,199,1.733,-183.847
PC02,9.74,14.19,1121,21.9,3.28,7.82,0.7,385,198,1.703,-285.94
PC02,12.55,15.57,1121,22.7,2.95,11.25,1.5,341,199,1.672,-241.838
PC02,14.86,16.08,1121,23.4,2.64,14.24,2.43,305,198,1.854,-205.87
PC02,13.03,15.38,1124,23,2.64,12.49,1.55,327,199,1.503,-227.868
PC02,16.92,16.94,1121,24.4,1.93,18.8,3.33,259,201,1.972,-159.771
PC02,18.96,17.16,1124,24.8,1.86,20.36,3.15,238,201,1.529,-139.33
PC02,13.94,15.49,1124,23.1,3.08,13.22,2.11,323,200,1.788,-223.564
PC03,11.24,13.39,1121,24,2.58,15.29,2.81,314,215,1.681,86.275
PC03,11,13.8,1121,23.7,2.54,15.55,2.6,306,206,1.655,92.744
PC03,9.1,12.45,1121,25,2.97,15.32,4.09,338,238,1.996,60.995
PC03,9.51,12.48,1121,24.9,2.5,16.07,3.9,330,230,1.75,68.997
PC03,13.7,14.51,1121,22.7,2.03,14.14,1.2,277,175,1.602,123.814
PC03,17.58,17.79,1121,19.9,1.36,12.77,-1,209,111,2.011,189.978
PC03,16.8,17.19,1121,20.7,1.61,13.95,-0.18,230,131,1.983,169.501
PC03,7.22,10.28,1121,26.7,3.23,15.71,5.69,379,279,1.899,20.02
PC03,14.9,15.32,1121,21.7,1.98,14.38,0.86,259,158,1.91,141.075
PC03,8.27,12.1,1121,26.1,3.25,16.02,4.8,362,261,1.701,37.364
PC03,10.84,13.4,1121,23.8,2.86,14.45,2.59,307,206,1.62,93.08
PC03,8.44,11.83,1121,26.5,3.17,15.71,4.96,374,274,1.693,26.124
PC03,13.1,14.46,1121,23,2.16,14.6,1.93,284,183,1.502,115.941
PC03,14.5,15.18,1121,22.2,1.8,14.26,0.97,262,163,1.772,137.61
PC03,14.52,14.27,1121,22,1.98,14.21,1.17,259,158,1.864,141.364
PC03,11.95,13.79,1121,23.8,2.58,14.36,2.71,307,206,2.046,94.112
PC03,9.4,12.65,1121,25.3,2.65,15.64,3.97,340,240,1.729,60.373
PC03,17.06,17.28,1121,20,1.52,13.34,-1.05,211,111,1.887,188.596
PC03,11.96,13.66,1121,24.1,2.78,14.59,2.74,310,211,1.868,88.39
PC03,8.15,11.76,1121,25.7,2.96,16.74,4.51,360,260,1.774,39.58
PC03,14.41,14.74,1121,22,1.99,14.14,1.06,266,166,1.868,133.179
PC03,11.97,14.04,1121,23.6,2.54,15.37,2.86,304,203,1.75,96.498
PC03,9.14,11.53,1121,25.2,2.8,17.15,4.45,346,246,1.646,53.126
PC03,11.4,14.18,1121,23.7,2.82,15.72,2.88,303,203,1.844,97.121
PC03,4.29,9.65,1121,27.8,3.26,17.49,6.59,407,308,1.557,-7.949
PC03,13.18,15.16,1121,22.7,2.28,14.93,1.61,280,180,1.772,119.804
PC03,14.12,15,1121,22.6,2.23,15.56,1.9,277,178,2.005,122.53
PC03,13.17,15.91,1121,22.4,2.32,14.08,1.14,270,170,2.107,129.14
PC03,5.99,10.43,1121,27.6,3.61,17.76,6.33,402,301,1.668,-2.275
PC03,14.73,15.59,1121,22.2,2.21,14.6,0.97,264,165,1.828,134.541
PC03,11.37,13.08,1121,24,3,15.73,2.63,311,212,1.91,88.24
PC03,14.97,15.63,1121,21.4,2.09,14.08,0.36,246,147,1.676,152.675
PC03,14.68,16.37,1121,21.2,1.63,13.65,-0.11,239,139,2.126,160.915
PC03,9.37,12.14,1121,25.3,2.89,15.5,4.61,342,242,1.724,57.661
PC03,12.01,13.8,1121,23.6,2.58,15.35,2.09,300,200,1.938,100.133
PC03,9.75,12.66,1121,24.5,2.96,15.36,3.35,322,222,1.736,77.234
PC03,15.79,16.47,1121,21.1,1.86,13.94,0.18,241,140,1.784,158.558
PC03,17.01,17.36,1121,20.3,1.33,13.04,-1.15,217,118,2.137,181.823
PC03,7.34,9.73,1121,26.8,3.13,16.44,6.15,383,283,1.829,16.018
PC03,13.9,14.57,1121,22.5,2.06,15.5,1.77,279,179,1.747,120.716
PC03,10.81,13.77,1121,24.3,2.61,15.78,3.29,320,222,1.814,78.071
PC03,10.4,12.87,1121,24.9,2.55,16.15,3.97,334,234,1.789,65.835
PC03,8.52,12.09,1121,26,3.39,17.05,4.81,362,262,1.602,37.305
PC03,18.51,18.44,1121,19.3,1.51,12.82,-1.53,196,96,1.772,203.598
PC03,6.88,9.54,1121,27.1,3.32,17.6,5.93,391,291,1.709,7.691
PC03,14.1,15.67,1121,22.1,2.15,14.29,0.94,267,164,1.76,134.325
PC03,9.62,12.46,1121,25.2,3.1,17.03,4.32,341,241,1.681,58.666
PC03,16.07,17.17,1121,20.5,1.65,13.73,-0.4,227,125,1.912,174.149
PC03,11.85,13.27,1121,24.1,2.83,15.37,2.91,313,213,1.666,86.769
PC03,8.91,11.95,1121,25.6,3.37,16.74,4.69,348,247,1.8,51.961
PC03,9.48,10.61,1121,25.8,2.7,16.35,4.69,356,256,1.735,44.008
PC03,14.6,16.47,1121,21.2,1.74,14.19,-0.09,243,142,1.581,157.205
PC03,6.42,10.19,1121,27.7,3.13,17.21,6.56,403,303,1.697,-2.264
PC03,14.42,15.35,1121,22.1,2.3,14.36,1.08,262,161,1.71,138.408
PC03,8.02,11.91,1121,26.1,3.09,15.13,4.92,366,265,1.496,33.524
PC03,9.47,13.4,1121,24.4,2.55,15.35,3.25,322,224,1.761,76.14
PC03,13.28,14.27,1121,23.5,2.65,15.38,2.41,300,201,1.698,99.713
PC03,13.09,14.98,1121,23.1,2.33,13.54,1.65,286,185,1.817,113.743
PC03,9.97,12.32,1121,24.7,2.67,15.17,3.52,327,227,1.683,71.788
PC03,8.62,11.75,1121,26,2.96,15.37,4.68,359,259,1.74,40.679
PC03,10.18,12.91,1121,24.6,2.71,15.51,3.39,323,222,1.75,76.442
PC03,8.66,12.03,1121,26,3.19,16.1,5.03,366,265,1.706,34.049
PC03,10.89,14.25,1121,23.8,2.65,14.79,2.53,306,205,1.824,94.073
PC03,11.01,12.34,1121,24.7,3.09,16.19,3.91,328,228,1.764,71.106
PC03,15.9,15.63,1121,21.6,1.92,14.05,0.63,248,148,1.913,151.038
PC03,16.69,17.33,1121,20.3,1.59,13.3,-0.73,218,118,2.224,181.497
PC03,10.26,12.89,1121,24.8,2.77,16.29,3.79,329,230,1.562,70.646
PC03,12.88,14.85,1121,22.9,2.26,14.09,1.6,285,184,1.526,115.019
PC03,11.94,15.51,1121,23.1,2.08,14.93,2.19,292,193,1.739,108.582
PC03,13.25,15.48,1121,22.2,1.81,14.02,1.2,268,169,1.886,130.507
PC03,12.75,13.68,1121,23.3,2.31,14.6,2.24,295,195,1.932,104.554
PC03,16.95,17.41,1121,20.6,1.27,13.89,-0.21,227,127,1.752,172.615
PC03,7.21,11.37,1121,26.8,3.12,17.19,5.8,384,283,1.841,15.808
PC03,8.85,12.14,1121,25.1,2.78,15.9,4.06,337,237,1.624,62.212
PC03,13.21,14.6,1121,22.4,2.27,13.78,1.12,268,167,1.928,132.25
PC03,6.69,11.49,1121,27.3,3.15,17.89,5.99,392,293,1.805,7.21
PC03,15.58,16.07,1121,21.7,1.98,14.05,0.63,254,154,1.892,144.993
PC03,11.63,13.42,1121,24.2,2.35,14.84,3.3,315,216,1.671,84.319
PC03,12.15,14.73,1121,23.8,2.33,14.85,2.99,308,209,1.531,90.824
PC03,17.16,17.53,1121,20.5,1.55,13.43,-0.88,223,122,1.558,176.847
PC03,11.91,13.92,1121,23.9,2.88,15.7,2.87,308,209,1.718,90.877
PC03,15.47,16.07,1121,21.1,2,13.77,0.36,244,144,1.922,155.801
PC03,14.02,14.93,1121,22.3,2.36,14.45,0.96,265,165,1.941,134.051
PC03,11.46,13.16,1121,23.7,2.44,15.21,2.66,302,203,1.852,96.708
PC03,12.58,14.24,1121,23.1,2.36,14.69,1.79,285,186,1.825,113.516
PC03,15.14,16.17,1121,21.5,2.14,14.11,0.64,249,148,2.16,150.748
PC03,11.48,13.41,1121,23.6,2.32,15.63,2.91,304,203,1.787,95.59
PC03,8.61,13.01,1121,25.6,2.89,15.94,4.75,356,256,1.826,43.286
PC03,12.16,14.7,1121,23.4,2.36,14.7,2.24,292,193,1.75,107.28
PC03,8.1,11.19,1121,26,3.21,16.08,5.28,363,264,1.593,36.298
PC03,19.24,18.09,1121,18.7,1.09,13.72,-2.15,180,80,1.852,219.495
PC03,14.87,15.47,1121,21.6,1.56,14.68,0.72,252,152,2.064,147.26
PC03,6.42,11.36,1121,27.1,3.1,16.67,6.05,388,288,1.9,11.673
PC03,14.24,15.25,1121,22,2.24,13.93,0.51,262,162,1.659,137.837
PC03,14.59,15.56,1121,22.2,2.13,15.03,1.31,268,169,1.785,130.601
PC03,10.19,11.72,1121,25.1,2.85,16.87,3.93,339,238,1.784,61.399
PC03,12.26,14.44,1121,23.1,2.82,13.94,2.02,294,194,1.713,105.102
PC03,15.5,16.24,1121,21.2,1.71,13.74,-0.21,243,145,1.884,155.438
PC03,8.48,11.5,1121,26.1,3.11,15.96,5.2,367,265,1.706,34.278
PC03,18.21,17.58,1121,19.9,1.53,13.8,-1.36,209,108,1.855,191.683
PC03,14.02,15.61,1121,22.1,2.02,15.1,0.79,262,163,1.89,136.454
PC03,14.9,16.42,1121,21.1,2,14.27,0.18,244,144,1.979,155.641
PC03,5.1,9.8,1121,27.7,3.48,17.59,6.67,406,306,1.646,-6.309
PC03,13.6,14.86,1121,22.7,2.07,14.06,1.88,281,182,1.811,117.975
PC03,14.23,15.79,1121,21.8,2.23,14.16,0.81,258,158,1.907,141.637
PC03,11.28,13.27,1121,24.3,2.49,14.72,3.11,321,221,1.731,78.739
PC03,14.69,16.28,1121,21.4,1.71,14.21,0.56,247,148,1.769,151.675
PC03,8.66,12.19,1121,25.7,2.99,15.26,4.58,352,251,1.826,47.661
PC03,12.58,13.78,1121,23,2.49,14.69,2.11,288,189,1.808,110.668
PC03,8.72,10.99,1121,26.1,2.81,14.91,4.9,367,266,1.739,32.836
PC03,14.51,16.03,1121,21.6,1.67,14.08,0.36,249,149,1.86,150.26
PC03,14.08,15.45,1121,22.3,2.04,15.27,1.4,268,169,1.924,130.991
PC03,11.77,12.5,1121,24,2.68,15.38,2.7,313,213,1.856,86.488
PC03,12.47,13.99,1121,23.3,2.39,14.34,2.13,296,197,2.06,102.669
PC03,9.02,12.06,1121,25.5,3.01,15.12,4.32,349,248,1.71,51.596
PC03,11.17,13.52,1121,23.8,2.19,15.14,2.76,310,212,1.974,88.839
PC03,14.35,15.1,1121,22.4,2.35,15.33,1.75,269,168,1.804,130.442
PC03,8.48,11.45,1121,25.6,3.22,15.63,4.66,353,252,1.857,46.287
PC03,14.08,15.42,1121,21.9,2.14,14.51,1.02,263,161,1.843,138.461
PC03,6.03,9.16,1121,27.8,3.37,17.04,6.84,410,310,1.656,-10.726
PC03,11.62,13.88,1121,23.5,2.4,14.69,2.35,297,197,1.808,102.417
PC03,11.73,14.31,1121,23.4,2.29,15.29,2.64,302,202,1.841,97.228
PC03,12.55,15.23,1121,22.6,2.08,14.2,1.43,280,180,1.785,119.674
PC03,13.44,14.4,1121,22.9,2.16,14.02,2.39,286,186,1.824,113.295
PC03,7.6,11.15,1121,26.6,3.05,17.01,5.39,377,277,1.619,22.287
PC03,15.22,15.54,1121,21.5,1.65,14.52,0.36,250,148,1.898,150.421
PC03,14.79,15.74,1121,21.6,1.95,13.63,0.28,250,149,2.067,150.039
PC03,14.88,16.05,1121,21.4,2.08,14.04,0.11,247,148,1.921,151.896
PC03,10.41,12.34,1121,24.6,2.63,15.41,3.57,325,224,1.777,74.538
PC03,17.53,17.26,1121,19.7,1.54,13.46,-0.86,210,110,1.862,189.253
PC03,16.33,16.2,1121,21.1,1.81,13.94,-0.09,241,140,1.791,158.874
PC03,10.17,12.61,1121,24.5,2.45,15.71,3.14,326,227,1.673,73.228
PC03,10.19,13.78,1121,24.3,2.64,15.75,3.27,314,214,1.821,84.48
PC03,7.45,11.55,1121,26.7,3.63,16.3,5.98,381,282,1.817,17.779
PC03,8.93,10.02,1121,26,2.79,16.29,4.98,364,264,1.723,35.523
PC03,11.81,14.59,1121,23.3,2.13,15.03,2.12,292,193,1.884,106.615
PC03,17.97,17.29,1121,19.4,1.44,12.94,-1.52,204,104,1.813,196.212
PC03,13.56,15.33,1121,22.6,2.21,14.08,1.16,275,175,1.939,124.282
PC03,13.05,14.58,1121,23.2,2.34,14.55,1.57,288,187,1.727,111.538
PC03,8.25,11.64,1121,25.5,3.07,15.59,4.87,351,251,1.983,48.047
PC03,5.85,10.92,1121,27.3,3.52,16.32,6.13,392,293,1.588,7.355
PC03,19.58,19.58,1121,18.5,1.04,12.31,-2.65,171,71,1.895,228.799
PC03,2.61,8.17,1121,29.5,3.88,18.22,8.83,449,349,1.574,-48.915
PC03,12.57,12.79,1121,23.6,2.43,16.14,2.59,306,206,1.725,94.213
PC03,9.79,11.53,1121,25.2,2.87,16.24,3.82,338,239,1.633,61.355
PC03,12.51,14.45,1121,23,2.25,14.62,2.08,291,191,1.732,108.633
PC03,9.76,13.48,1121,25,2.79,17.08,4.6,340,240,1.987,59.24
PC03,3.84,8.64,1121,28.6,3.76,17.65,7.95,430,331,1.585,-30.375
PC03,14.92,15.24,1121,21.7,1.74,13.38,0.83,256,155,1.726,143.65
PC03,7.45,11.44,1121,26.4,3.15,17.2,5.16,372,272,1.671,27.49
PC03,10.67,12.39,1121,24.7,2.83,15.51,3.79,329,229,1.835,69.75
PC03,11.47,12.4,1121,24,3.11,14.9,2.97,314,214,1.913,85.49
PC03,11.21,13.74,1121,24.5,2.86,15.98,3.3,319,220,1.796,80.419
PC03,7.77,9.58,1121,26.7,3.19,16.41,5.57,376,276,1.742,22.682
PC03,10.17,12.61,1121,24.7,2.79,15.36,4.19,328,229,1.681,71.737
PC03,11.65,15.13,1121,22.8,2.39,13.86,1.67,281,182,1.976,118.111
PC03,13.84,14.81,1121,22.5,2.08,15.41,1.44,277,177,1.961,122.438
PC03,11.25,13.32,1121,24.2,2.88,15.69,3,316,216,1.742,84.025
PC03,10.85,13.72,1121,24.3,2.88,15.23,2.94,316,217,1.819,83.732
PC03,15.22,16.22,1121,21.5,1.79,14.74,0.34,250,149,1.739,149.867
PC03,15.46,14.77,1121,22.1,2.08,13.52,0.79,262,163,2.154,137.097
PC03,9.67,12.89,1121,24.4,2.72,15.52,3.52,325,225,1.848,74.22
PC03,11.31,13.27,1121,24.3,2.87,15.85,3.17,318,218,2.006,81.236
PC03,13.02,14.13,1121,23,2.51,14.5,2.16,292,193,1.88,106.961
PC03,13.17,14.56,1121,23.2,2.23,14.35,2.11,291,190,1.969,109.756
PC03,12.19,15,1121,22.7,2.24,14.26,1.72,281,182,1.705,118.19
PC03,9.98,13.13,1121,24.9,2.79,15.33,3.87,332,233,1.859,67.279
PC03,10.19,13.85,1121,24.2,2.78,14.55,3.05,315,214,1.736,84.746
PC03,13.73,15.47,1121,22.1,1.77,14.22,1.18,266,166,1.873,133.052
PC03,18,18.25,1121,19.7,1.36,12.48,-1.4,200,101,1.82,199.767
PC03,6.48,10.24,1121,26.6,3.3,16.07,6.14,384,283,1.794,17.031
PC03,6.09,9.96,1121,27.1,3.71,17.11,6.25,391,291,1.848,8.359
PC03,12.16,13.94,1121,23.3,2.08,14.08,2.26,295,194,1.708,105.323
PC03,9.9,12.47,1121,25.1,2.88,16.21,3.78,340,240,1.698,59.707
PC03,10.91,13.39,1121,24,2.55,14.9,3.03,314,214,1.73,85.565
PC03,10.64,12.86,1121,23.6,2.45,15.45,3,308,208,1.675,91.278
PC03,17.25,17.86,1121,20,1.21,13.34,-1.19,211,111,1.688,188.68
PC03,14.57,15.26,1121,22,2.12,14.75,1.22,263,162,1.748,137.015
PC03,12.9,15.43,1121,22.8,1.69,14.75,1.3,279,180,1.765,120.029
PC03,10.77,13.04,1121,24.4,2.7,15.19,3.53,322,223,1.86,76.616
PC03,10.58,12.54,1121,24.6,2.28,14.98,3.55,324,225,1.952,75.044
PC03,16.31,17.01,1121,20.9,1.73,14.11,-0.27,232,132,1.76,166.807
PC03,9.33,12.15,1121,25,2.97,15.92,3.75,337,238,1.756,62.102
PC03,10.68,12.93,1121,24.9,2.59,15.51,3.34,329,229,1.783,71.129
PC03,9.08,12.33,1121,25.4,2.69,15.94,4.24,348,250,1.773,49.568
PC03,17.29,18.15,1121,19.9,1.51,12.84,-1.07,209,109,1.84,190.863
PC03,9.83,12.62,1121,24.4,2.64,15.6,3.25,323,223,1.648,76.605
PC03,13.67,15.63,1121,22.8,2.27,14.98,1.43,280,179,1.626,119.997
PC03,13.38,15.39,1121,22.2,2.19,13.81,1.36,268,167,1.889,132.274
PC03,11.64,12.5,1121,23.9,2.59,15.13,2.92,307,207,2.016,92.442
PC03,12.3,15.14,1121,22.8,2.5,15.16,1.72,281,181,1.875,118.268
PC03,9.08,12.27,1121,25.2,2.88,14.69,4.09,341,240,1.866,58.867
PC03,13.85,15.1,1121,22.5,2.19,15.41,1.57,272,172,1.805,127.644
PC03,10.52,13.63,1121,24,2.64,14.59,3.09,314,213,1.841,86.828
PC03,8.35,11.77,1121,26.4,3.16,16.65,5.09,373,274,1.617,26.035
PC03,15.3,16.51,1121,21.5,1.98,14.1,0.48,250,149,1.983,149.026
PC03,12.59,13.23,1121,23.2,2.35,14.59,2.04,292,192,1.877,108.059
PC03,12.12,14.25,1121,23.8,2.44,15.29,2.77,306,207,1.719,93.365
PC03,14.02,14.39,1121,22.2,2.31,14.82,0.91,266,167,2.049,133.07
PC03,12.54,14.47,1121,22.9,2.34,14.51,1.93,286,185,1.717,113.86
PC03,15.44,16.03,1121,20.8,1.7,13.47,0.01,236,136,1.866,163.525
PC03,14.26,14.99,1121,21.9,2.18,14.7,0.89,260,161,1.845,138.842
PC03,13.5,15.66,1121,22.6,2.15,13.71,1.24,274,175,1.73,125.703
PC03,9.52,13.01,1121,24.7,2.58,16.21,3.4,332,231,1.784,67.852
PC03,8.22,12.53,1121,25.7,3.11,15.38,4.46,352,252,1.602,47.413
PC03,9.43,12.6,1121,25.4,3.06,15.75,4.26,345,244,1.905,55.273
PC03,14.03,14.84,1121,22.2,2.03,14.51,1.16,270,169,1.881,129.728
PC03,16.09,16.48,1121,21,2.01,13.46,0.01,235,135,2.018,164.51
PC03,14.55,16.38,1121,20.9,1.74,13.78,-0.03,241,140,1.864,159.123
PC03,13.06,15.38,1121,22,1.95,14.28,0.98,264,164,2.028,135.13
PC03,9.15,11.99,1121,25.7,3.32,15.92,4.59,353,254,1.564,46.512
PC03,3.75,7.82,1121,29,4.07,17.59,8.01,436,335,1.648,-36.311
PC03,7.34,11.53,1121,26.4,3.19,16.38,5.47,372,274,1.721,26.087
PC03,9.52,12.77,1121,24.8,2.75,16.53,3.85,332,232,1.562,68.333
PC03,8.93,12.37,1121,25.1,2.81,15.26,4.13,338,238,1.661,60.745
PC03,10.66,12.74,1121,24.2,2.63,15.09,2.78,316,216,1.978,83.069
PC03,14.68,15.15,1121,22.5,1.89,14.52,1.46,273,173,2.097,126.16
PC03,9.92,13.01,1121,24.6,2.69,15.12,3.41,328,228,1.772,71.046
PC03,7.29,10.42,1121,26.4,3.41,16.88,5.39,375,275,1.632,24.289
PC03,14.89,15.24,1121,21.7,2.09,13.51,0.92,256,157,1.554,143.236
PC03,18.93,18.01,1121,19,1.21,13.25,-2.25,188,88,1.74,211.98
PC03,17.21,17.7,1121,20.1,1.64,13.72,-0.95,216,116,1.807,183.49
PC03,13.91,15.43,1121,22.2,2.01,14.2,1.5,266,166,1.856,133.662
PC03,11.16,13.17,1121,23.7,2.45,15.04,2.57,304,205,1.74,95.006
PC03,11.1,13.64,1121,23.6,2.39,15.74,2.53,301,201,1.875,99.531
PC03,12.73,13.72,1121,23.5,2.56,15.14,2.16,299,199,1.743,100.452
PC03,14.31,15.91,1121,22.2,2.27,14.12,1.14,265,165,2.191,134.249
PC03,12.03,14.73,1121,22.7,2.52,14.8,1.88,282,182,1.963,117.655
PC03,16.14,15.93,1121,20.8,1.65,13.27,-0.4,231,133,1.945,167.506
PC03,10.64,11.99,1121,24.4,2.65,15.54,3.46,326,228,1.704,71.551
PC03,10.42,12.92,1121,24.7,2.92,16.15,3.45,328,228,1.797,70.684
PC03,14.87,15.77,1121,21.8,2.22,13.49,0.94,260,161,1.594,139.284
PC03,10.63,13.75,1121,23.8,2.33,15.54,2.71,310,210,1.724,89.644
PC03,12.42,15.68,1121,22.6,2.42,14.75,1.68,278,179,1.637,120.651
PC03,9.36,11.68,1121,25.4,2.99,16.14,4.34,347,247,1.794,52.382
PC03,11.23,13.01,1121,23.6,2.5,14.51,2.82,306,206,1.879,92.51
PC03,10.1,11.91,1121,25.3,3.31,16.29,4.38,348,250,1.585,50.705
PC03,15.81,17.17,1121,20.9,1.91,13.62,-0.28,232,132,2.011,167.235
PC03,12.23,14.66,1121,23.3,2.3,15.01,2.13,293,193,1.872,107.496
PC03,8.54,11.81,1121,25.4,2.98,16.08,4.69,346,246,1.864,54.091
PC03,11.61,13.57,1121,23.5,2.43,14.38,2.5,297,197,1.826,101.734
PC03,14.22,14.12,1121,22.5,2.33,14.18,1.23,276,176,1.689,122.99
PC03,17.87,17.9,1121,19.8,2.07,12.43,-1.06,207,107,1.768,192.43
PC03,19.25,18.07,1121,19.5,1.63,12.4,-1.47,204,103,1.951,195.956
PC03,14.09,14.57,1121,22.6,1.95,14.78,1.27,273,174,1.741,125.589
PC03,13.11,14.02,1121,22.9,2.15,15.06,1.88,285,185,1.927,114.791
PC03,15.62,16.58,1121,21.3,1.52,13.32,0.48,250,149,1.706,151.333
PC03,12.24,15.37,1121,23.2,2.22,14.84,1.97,291,191,1.874,109.236
PC03,10.29,13.23,1121,25.1,3.11,16.24,3.77,336,237,1.724,63.73
PC03,11.6,12.84,1121,24,3.13,15.45,2.89,314,212,1.69,86.829
PC03,17.42,16.3,1121,20.6,1.68,13.65,-0.44,226,126,1.899,172.887
PC03,12.18,15.11,1121,22.9,2.22,15.24,1.78,283,183,1.724,115.802
PC03,11.47,13.68,1121,23.6,2.15,15.16,2.73,305,206,1.771,94.943
PC03,13.98,14.95,1121,22.6,2.41,14.74,1.57,277,177,1.737,123.147
PC03,13.18,14.03,1121,23.2,2.36,15.16,2.22,291,192,1.903,107.745
PC03,15.41,17.17,1121,20.9,2.25,13.21,-0.41,232,132,1.978,167.368
PC03,11.86,13.94,1121,23.3,2.36,15.08,2.32,291,192,1.462,108.141
PC03,13.74,16.67,1121,21.9,1.93,14,0.43,257,156,1.789,143.337
PC03,13.62,15.26,1121,22.5,2.06,15.01,1.45,274,174,1.582,125.391
PC03,9.66,11.56,1121,25,2.96,15.47,4.17,340,240,1.918,59.743
PC03,13.2,15.3,1121,22.6,2.17,14.55,1.65,278,178,1.901,121.598
PC03,6.66,11.71,1121,26.7,3.09,16.15,5.75,381,282,1.5,18.041
PC03,15.12,17.13,1121,21.6,2.21,14.38,0.33,247,147,1.623,152.678
PC03,10.4,12.98,1121,24.4,2.72,16.45,3.39,326,226,2.06,73.487
PC03,13.29,15.08,1121,22.9,2.14,14.1,1.98,281,181,1.973,118.58
PC03,7.91,11.63,1121,25.6,3.03,14.78,4.27,352,251,1.777,48.658
PC03,7.68,10.87,1121,26.5,2.86,17.47,5.53,376,277,1.74,22.682
PC03,13.22,14.15,1121,23,2.06,14.68,2.15,287,187,1.64,113.108
PC03,8.76,11.66,1121,25.8,2.79,15.78,4.97,356,256,1.696,43.96
PC03,13.78,15.53,1121,22.3,2.43,15.18,1.09,273,173,2.035,126.309
PC03,6.11,10.43,1121,27,3.06,17.08,5.94,383,283,1.687,16.772
PC03,8.96,12.12,1121,25.6,3.08,17.09,4.64,351,251,1.83,48.526
PC03,15.4,15.94,1121,21.6,1.86,13.81,0.66,253,153,1.871,146.615
PC03,8.27,12.07,1121,25.9,2.99,17.47,4.86,360,259,1.837,40.138
PC03,10.15,13.04,1121,24.3,2.33,15.53,2.77,322,222,1.836,77.378
PC03,5.97,10.11,1121,27.3,3.3,16.57,6.67,396,297,1.873,3.507
PC03,19.45,18.68,1121,18.5,1.17,12.88,-2.55,175,73,2.03,225.32
PC03,14.9,15.42,1121,21.5,2.26,13.97,0.48,249,148,1.785,151.023
PC03,11.74,14.02,1121,23.6,2.93,15.44,2.95,306,205,1.588,93.323
PC03,8.02,11.01,1121,26.5,3.23,17.71,5.41,375,275,1.806,24.028
PC03,16.03,17.23,1121,20.4,1.85,13.74,-0.57,220,120,1.937,179.472
PC03,8.41,11.6,1121,25.3,3.17,16.63,4.38,344,244,1.783,54.994
PC03,11.27,13.27,1121,23.8,2.47,15.23,2.52,306,205,1.9,93.471
PC03,12.6,15.66,1121,22.4,2.28,13.75,1.32,275,175,1.879,124.671
PC03,11.25,12.96,1121,24,2.61,14.23,2.74,314,213,1.805,85.709
